judul_indo,clean_text,cluster
UJI PROPAGUL INFEKTIF FUNGI MIKORIZA ARBUSKULA ASAL BEBERAPA VEGETASI EKOSISTEM GAMBUT DAN EFISIENSI PEMUPUKAN NPK PADA TANAMAN CABAI MERAH,uji propagul infektif fungi mikoriza arbuskula vegetasi ekosistem gambut efisiensi pemupukan npk tanaman cabai merah,10
Kandungan Fenol dan Bakteri Pendegradasi Fenol pada Ekosistem Gambut Fungsi Budidaya,kandungan fenol bakteri pendegradasi fenol ekosistem gambut fungsi budidaya,10
ANALISIS RISIKO K3 PADA OPERASIONAL DAN BONGKAR MUAT DI PELABUHAN UTAMA DAN PENGUMPUL Di KALIMANTAN BARAT,risiko operasional bongkar muat pelabuhan utama pengumpul,10
PERAN DAN TANTANGAN PERAWAT TERHADAP KEMAMPUAN PERAWATAN DIRI PASIEN TUBERCULOSIS,peran tantangan perawat perawatan pasien tuberculosis,10
BALANCING THE DEMANDS: MENYINGKAP DILEMA AUDITOR WANITA ANTARA FAMILY LIFE CYCLE DAN PROFESIONALISME,balancing demands menyingkap dilema auditor wanita family life cycle profesionalisme,10
INSTALASI PENGOLAHAN AIR LIMBAH PORTABLE BERTEKNOLOGI MICROBUBBLE AERATOR DENGAN IMOBILISASI BAKTERI UNTUK PENGOLAHAN LIMBAH CAIR ORGANIK KLINIK,instalasi pengolahan limbah portable berteknologi microbubble aerator imobilisasi bakteri pengolahan limbah cair organik klinik,10
ANALISIS PENGARUH MINAT MAHASISWA AKUNTANSI FAKULTAS EKONOMI DAN BISNIS UNIVERSITAS TANJUNGPURA TERHADAP PENGGUNAAN MOBILE BANKING DALAM TRANSAKSI DI SHOPEE : PENDEKATAN TECHNOLOGY ACCEPTANCE MODEL,minat akuntansi ekonomi bisnis mobile banking transaksi shopee technology,3
Evaluasi Eksperimental Kerusakan Rutting Pada Campuran Aspal Panas,evaluasi eksperimental kerusakan rutting campuran aspal panas,10
Indeks Kerentanan Permukiman Rumah Panggung di Kota Pontianak,indeks kerentanan permukiman rumah panggung,10
PEMBUATAN SEMEN GEOPOLIMER BERBAHAN BAKU  RED MUD DAN FLY ASH,pembuatan semen geopolimer berbahan baku red mud fly ash,10
PENGARUH REVIEW CHANNEL YOUTUBE “ GADGET IN” TERHADAP NIAT BELI GADGET DENGAN MENGGUNAKAN INFORMATION ADOPTION MODEL (IAM),review channel youtube gadget niat beli gadget information iam,10
SIFAT TEGANGAN RANGKAIAN TERBUKA DAN ARUS HUBUNG SINGKAT PANEL SURYA SECARA SERI,sifat tegangan rangkaian terbuka arus hubung singkat panel surya seri,10
"KONTROL MORFOLOGI DAN BATUAN DASAR TERHADAP KUALITAS ENDAPAN BAUKSIT DAERAH SANGGAU, KALIMANTAN BARAT",kontrol morfologi batuan kualitas endapan bauksit,10
ANALISIS PENGARUH HEAT TREATMENT MENGGUNAKAN TUNGKU LISTRIK TERHADAP SIFAT MEKANIK MATERIAL AL7075,heat treatment tungku listrik sifat mekanik material,10
"INVESTIGASI PENGARUH KEMISKINAN, PENDIDIKAN ORANG TUA, DAN ENDOGENEITY FACTORS TERHADAP KEJADIAN STUNTING: STUDI KASUS DI KOTA PONTIANAK",investigasi kemiskinan orang tua endogeneity factors kejadian stunting,10
"BUKTI EMPIRIS HUBUNGAN ANTARA UPAH MINIMUM PROVINSI, KETIMPANGAN PENDAPATAN, KEMISKINAN DAN TINGKAT KRIMINALITAS PENCURIAN DI INDONESIA",bukti empiris hubungan upah minimum ketimpangan pendapatan kemiskinan tingkat kriminalitas pencurian,10
"PENGARUH KETIMPANGAN SEKTORAL, PEMBERDAYAAN GENDER DAN RATA-RATA LAMA SEKOLAH TERHADAP KETIMPANGAN PENDAPATAN DI INDONESIA",ketimpangan sektoral pemberdayaan gender sekolah ketimpangan pendapatan,10
EFEKTIVITAS RESILIENCE CITY  TERHADAP BENCANA BANJIR DI KOTA NANGA PINOH,efektivitas resilience city bencana banjir,10
SISTEM ADMINISTRASI PELAKU USAHA INDUSTRI,pelaku usaha industri,10
Pemanfaatan Data Terbuka Point Of Interest Dalam Analisis Perencanaan dan Perancangan Kawasan Di Kota Singkawang,data terbuka point interest perencanaan,10
BRAND EXPERIENCE TERHADAP REPURCHASE INTENTION KOSMETIK HALAL PADA MASYARAKAT MUSLIM DI KOTA SINGKAWANG,brand experience repurchase intention kosmetik halal masyarakat muslim,8
Analisis Dampak Komunitas dan Frekwensi bermain Terhadap Niat Membeli Virtual Items Para Pemain Game Di Indonesia,komunitas frekwensi bermain niat membeli virtual items pemain game,10
ANALISIS KESEIMBANGAN KERJA-HIDUP SISWA CELEBGRAM: PERBANDINGAN KASUS PONTIANAK DAN PALANGKA RAYA,keseimbangan kerja hidup celebgram perbandingan,10
"Model Implementasi Penanganan Stunting di Kampung Berkualitas (KB) di Keluruhan Sekip Lama, Kecamatan Singkawang Tengah, Kota Singkawang",penanganan stunting berkualitas keluruhan,10
PARIWISATA BERBASIS PENGEMBANGAN SUMBER DAYA MANUSIA STUDI KASUS PADA PARIWISATA KAMPUNG CAPING KOTA PONTIANAK (ANALISIS PELUANG PENGEMBANGAN),pariwisata sumber daya manusia pariwisata peluang,0
"Regenerasi Kota dan Transformasi Kawasan Waterfront  di Kota-kota Kalimantan (Studi Kasus: Pontianak, Palangkaraya, dan Banjarmasin)",regenerasi transformasi waterfront,10
"Dampak Sebaran Merkuri Akibat Penambangan Emas terhadap  Kehidupan Lingkungan Pesisir  (Studi Kasus di Kabupaten Bengkayang, Kalimantan Barat)",sebaran merkuri akibat penambangan emas kehidupan lingkungan,10
HUBUNGAN ANTARA DIMENSI SMART VILLAGE KABUPATEN MEMPAWAH,hubungan dimensi smart village,10
Karakter Morfologi Jenis Durian (Durio spp) Di Hutan Adat    Pikul Pengajid Desa Sahan Kecamatan Seluas Kabupaten    Bengkayang Kalimantan Barat,karakter morfologi jenis durian hutan pikul pengajid,10
"Dinamika Stres, Beban Kerja dan Efikasi Diri Terhadap Kinerja Profesional Dosen Di Lingkungan Akademis",dinamika stres beban kerja efikasi kinerja profesional dosen lingkungan akademis,10
FAKTOR-FAKTOR YANG MEMPENGARUHI KEBIJAKAN STRUKTUR MODAL PADA PERUSAHAAN PLASTIK DAN KEMASAN YANG TERDAFTAR DI BURSA EFEK TAHUN 2021-2023,faktor faktor mempengaruhi kebijakan struktur modal perusahaan plastik kemasan terdaftar bursa,0
KARAKTERISASI FRAKSI LIANG TEH,karakterisasi fraksi liang teh,10
PENGARUH SERVANT LEADERSHIP DAN BUDAYA ORGANISASI TERHADAPKINERJA KARYAWAN MELALUI KOMITMEN ORGANISASIONAL SEBAGAI VARIABEL MEDIASI,servant leadership budaya organisasi terhadapkinerja komitmen organisasional variabel mediasi,0
Determinan Kualitas Audit,determinan kualitas audit,10
PENDEKATAN KONTEKS DAN OPTIMALISASI FUNGSI PEMANFAATAN MESS DAERAH DAN FASILITASNYA SEBAGAI SINGKAWANG CREATIVE HUB,konteks optimalisasi fungsi mess fasilitasnya creative hub,10
Optimasi Media Sub Kultur Dengan Penambahan Konsentrasi Naa Dan Bap Terhadap Pertumbuhan Nepenthes gracilis,optimasi media sub kultur penambahan konsentrasi naa bap pertumbuhan nepenthes gracilis,10
HIRARKI PUSAT PELAYANAN PERKOTAAN KABUPATEN SINTANG UNTUK MENDUKUNG PEMEKARAN PROVINSI KAPUAS RAYA,hirarki pusat pelayanan perkotaan mendukung pemekaran,10
PENDEKATAN MODEL ARDL UNTUK MENJELASKAN PENGARUH REMITASI TERHADAP PDB INDONESIA,ardl remitasi pdb,10
"PENDEKATAN MODEL ARDL UNTUK MELIHAT KEMAMPUAN JUMLAH UANG BEREDAR, INFLASI DAN PENGANGGURAN MEMPENGARUHI PERTUMBUHAN EKONOMI DI INDONESIA",ardl uang beredar inflasi pengangguran mempengaruhi pertumbuhan ekonomi,3
Menjelaskan Niat Membeli Merek Lokal Di Negara Berkembang,niat membeli merek lokal negara berkembang,10
"Preferensi Kesukaan Produk Permen Jeli, Selai, Dan Selai Lembaran Kombinasi Pemanis (Sukrosa-Madu Kelulut-Stevia) dengan Analisis Mutivariat",preferensi kesukaan produk permen jeli selai selai lembaran kombinasi pemanis sukrosa madu kelulut stevia mutivariat,10
"PENGARUH BIOPRIMING TERHADAP VIABILITAS DAN VIGOR BENIH, SERTA PERTUMBUHAN BIBIT BEBERAPA PADI LOKAL KALIMANTAN BARAT",biopriming viabilitas vigor benih pertumbuhan bibit padi lokal,10
"ETNOORNITOLOGI SEBAGAI BIOPROSPEKSI BURUNG ENGGANG GADING (Rhinoplax vigil) PADA MASYRAKAT DAYAK AHE, KALIMANTAN BARAT",etnoornitologi bioprospeksi burung enggang gading masyrakat ahe,10
TINGKAT KELAYAKAN POTENSI OBJEK  DAYA TARIK  WISATA ALAM BATU BELIMBING   KELURAHAN    PAJINTAN DAN NYARUMKOP  KECAMATAN  SINGKAWANG TIMUR,tingkat kelayakan potensi objek daya tarik wisata alam belimbing kelurahan pajintan,10
PERTUMBUHAN BIBIT Intsia bijuga PADA BERBAGAI PROPORSI CAMPURAN BAHAN ORGANIK DI MEDIA TANAM  PODSOLIK MERAH KUNING,pertumbuhan bibit intsia bijuga proporsi campuran bahan organik media tanam podsolik merah kuning,10
PENGARUH BANGUNAN PEMECAH OMBAK TERHADAP PRODUKSI DAN LAJU DEKOMPOSISI SERASAH DI EKOSISTEM MANGROVE KECAMATAN SUNGAI PINYUH KABUPATEN MEMPAWAH,bangunan pemecah ombak produksi laju dekomposisi serasah ekosistem mangrove,10
DAMPAK PERUBAHAN STRUKTUR EKONOMI TERHADAP   INDEKS KUALITAS UDARA DI INDONESIA,perubahan struktur ekonomi indeks kualitas udara,3
INDEKS PEMBANGUNAN GENDER DAN INDEKS PEMBERDAYAAN GENDER SERTA DAMPAKNYA TERHADAP PEMBANGUNAN EKONOMI,indeks pembangunan gender indeks pemberdayaan gender dampaknya pembangunan ekonomi,10
Analisis Pragmatis Tindak Pidato yang Terdapat dalam Dongeng Karunia Orang Majusi,pragmatis tindak pidato dongeng karunia orang majusi,10
Transmisi Data Sensor Secara Bertingkat (Kaskade) Berbasis Komunikasi Jarak Jauh Terintegrasi Dengan Internet,transmisi data sensor bertingkat komunikasi jarak terintegrasi internet,10
"ANALISIS PENENTUAN BAGIAN MIGRASI MAYARAKAT DARI KOTA KUBURAYA KEPULAU JAWA, INDONESIA",penentuan migrasi mayarakat,10
POLA PENGEMBANGAN SUMBER DAYA MANUSIA TERHADAP MIGRASI PEKERJAAN PADA MASYARAKAT PERBATASAN KECAMATAN ARUK KABUPATEN SAMBAS,sumber daya manusia migrasi pekerjaan masyarakat perbatasan,8
"Karakteristik Perusahaan, Kelengkapan Pengungkapan Laporan Keuangan dan Kemungkinan Kecurangan Pelaporan Keuangan",karakteristik perusahaan kelengkapan pengungkapan keuangan kecurangan pelaporan keuangan,0
KAJIAN KUALITAS AIR PERMUKAAN  AKIBAT LIMBAH DOMESTIK  DI HUTAN DESA BUMI LESTARI KABUPATEN KAPUAS HULU,kajian kualitas permukaan akibat limbah domestik hutan bumi,10
Pengembangan Potensi Hasil Hutan Bukan Kayu di KPH Sanggau Timur Kabupaten Sanggau,potensi hutan kayu,10
Potensi Lahan Gambut Sebagai Sumber Makrofungi Bermanfaat,potensi gambut sumber makrofungi bermanfaat,10
KARAKTERISASI SERAT KULIT BUAH DURIAN TERMODIFIKASI SEBAGAI BAHAN BAKU BIOKOMPOSIT,karakterisasi serat kulit buah durian termodifikasi bahan baku biokomposit,10
KAJIAN TINGGI MUKA AIR TANAH DAN KARAKTERISTIK LAHAN GAMBUT DI HUTAN DESA BUMI LESTARI KECAMATAN JONGKONG KABUPATEN KAPUAS HULU,kajian muka karakteristik gambut hutan bumi,10
EKSISTENSI PUTUSAN MAHKAMAH KONSTITUSI  NOMOR 90/ PUU-XXI/ MK/2023 DALAM  PERFEKTIF HUKUM  TATA NEGARA,eksistensi putusan mahkamah konstitusi perfektif hukum tata negara,10
"Rancang Bangun Sistem Informasi Geografis Pendataan, Verifikasi dan Validasi Kemiskinan Ekstrem (Studi kasus : Kabupaten Sambas)",rancang bangun informasi geografis pendataan verifikasi validasi kemiskinan ekstrem,7
Kontribusi dan Elastisitas Subsektor dalam Sektor Pertanian di Indonesia,kontribusi elastisitas subsektor sektor pertanian,10
Satwa Gubernur setempat oleh Masyarakat Dayak Bakati Palayo di Desa Malolayan Teriak Kecamatan Bengkayang Kabupaten Bengkayang,satwa gubernur masyarakat bakati palayo malolayan,8
PERAN BADAN KOORDINASI KEGIATAN KESEJAHTERAAN SOSIAL (BK3S) KALIMANTAN BARAT (KALBAR) DALAM MENANGANI REHABILITASI KORBAN NARKOBA,peran badan koordinasi kegiatan kesejahteraan sosial bk menangani rehabilitasi korban narkoba,10
EKSISTENSI KOMUNIKASI SEBAGAI REPRESENTASI BUDAYA (Studi Kasus Pada Perayaan Cap Go Meh di Kota Singkawang tahun 2024),eksistensi komunikasi representasi budaya,0
POLA ADAPTASI MUALAF TIONGHOA DENGAN WARGA MASYARAKAT  MELAYU MUSLIM DI KOTA SINGKAWANG,mualaf tionghoa warga masyarakat muslim,8
REKAYASA SOSIAL BERBASIS KELOMPOK MASYARAKAT LOKAL TERHADAP RENCANA PEMBANGUNAN PROTOTIPE PLTN KOMERSIAL  DI KALIMANTAN BARAT,rekayasa sosial kelompok masyarakat lokal rencana pembangunan prototipe pltn komersial,8
INOVASI LAPORRAMA DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KABUPATEN SINTANG,inovasi laporrama dinas kependudukan pencatatan sipil,10
STUNTING SEBAGAI FENOMENA SOSIAL BUDAYA: TINJAUAN TERHADAP MITOS DAN PRAKTIK TRADISIONAL YANG MEMENGARUHI PERTUMBUHAN ANAK DI DESA SEBAYAN KECAMATAN SAMBAS KABUPATEN SAMBAS,stunting fenomena sosial budaya tinjauan mitos praktik tradisional memengaruhi pertumbuhan anak sebayan,10
"STRATEGI DESTINASI EKOWISATA MEMPAWAH MANGROVE PARK DI DESA PASIR, KABUPATEN MEMPAWAH",strategi destinasi ekowisata mangrove park,10
PENERAPAN KONSEP PLACEMAKING PADA PERANCANGAN RUANG-RUANG PUBLIK DI LINGKUNGAN FAKULTAS TEKNIK SEBAGAI RUANG KOLABORASI DAN KREATIVITAS MAHASISWA,konsep placemaking ruang ruang publik lingkungan ruang kolaborasi kreativitas,10
Uji kualitas produk sabun herbal dari lemak tengkawang dan esktrak kulit buah,uji kualitas produk sabun herbal lemak tengkawang esktrak kulit buah,10
OPTIMALISASI E-SAMSAT DALAM PELAYANAN PAJAK KENDARAAN BERMOTOR  DI KALIMANTAN BARAT,optimalisasi samsat pelayanan pajak kendaraan bermotor,10
Penerapan Model Problem Based Learning (PBL) Dengan Pembelajaran Berdiferensiasi  Untuk Meningkatkan Hasil Belajar Peserta Didik Pada Materi Uasaha dan Energi Di SMP Negeri 8 Sekadau Hilir,problem learning pembelajaran berdiferensiasi belajar peserta didik materi uasaha energi,9
PERTUMBUHAN DAN NERACA KARBON HUTAN TANAMAN AKASIA (Acacia crassicarpa A.Cunn. ex Benth) DI LAHAN  GAMBUT,pertumbuhan neraca karbon hutan tanaman akasia gambut,10
PERAN PEMERINTAH DALAM MENANGANI HUMAN TRAFFICKING DI KOTA SINGKAWANG,peran pemerintah menangani human trafficking,10
EVALUASI KEGIATAN BADAN USAHA MILIK DESA (BUMDES) MANDIRI JAYA DI DESA ENTIKONG KECAMATAN ENTIKONG KABUPATEN SANGGAU,evaluasi kegiatan badan usaha milik mandiri,10
Strategi Peningkatan Literasi Politik Berbasis Digital bagi Masyarakat di Kab. Kubu Raya,strategi literasi politik digital masyarakat,8
Kesiapan Kabupaten Mempawah Menghadapi Masyarakat Ekonomi Asean (MEA),kesiapan menghadapi masyarakat ekonomi asean,8
"KOLABORASI PEMERINTAH PROVINSI KALIMANTAN BARAT, KOTA PONTIANAK DAN KABUPATEN KUBU RAYA DALAM PENANGANAN MASALAH BATAS WILAYAH: STUDI MENJAWAB DAMPAK PERMENDAGRI NO. 52 TAHUN 2020 TENTANG BATAS DAERAH KOTA PONTIANAK DENGAN KABUPATEN KUBU RAYA",kolaborasi pemerintah penanganan batas wilayah permendagri batas,10
Analisis Kerjasama Sister City Bidang Ekonomi Pemerintah Kota Singkawang Bersama Kota Sibu Sarawak Malaysia,kerjasama sister city bidang ekonomi pemerintah,3
PREDIKSI KENAIKAN DAN PENURUNAN HARGA SAHAM  PADA  BANK SYARIAH INDONESIA (BRIS) DENGAN SIMPLE MOVING AVERAGE (SMA) DAN MULTIPLE LINIER REGRESSION,prediksi kenaikan penurunan harga saham syariah simple moving average multiple linier regression,10
Pembangunan Desa Wisata Jeruju Besar di Kabupaten Kubu Raya Provinsi Kalimantan Barat,pembangunan wisata jeruju,10
Peran Pemerintah Daerah Kabupaten Kubu Raya Dalam Penataan Pasar Rakyat Di Desa Kuala Dua,peran pemerintah penataan pasar rakyat,10
Implementasi Model Community Based Tourism Dalam Mewujudkan Pariwisata Berkelanjutan di Kampung Caping Kota Pontianak,community tourism mewujudkan pariwisata berkelanjutan,10
Dinamika Politik Lokal Menjelang Pemilukada Kota Singkawang 2024,dinamika politik lokal menjelang pemilukada,10
IMPLEMENTASI KEBIJAKAN JAMINAN KESEHATAN NASIONAL  MENUJU UNIVERSAL HEALTH COVERAGE    KABUPATEN SAMBAS,kebijakan jaminan kesehatan universal health coverage,10
REFORMASI POLITIK DESA DI KABUPATEN MELAWI : MENGHADAPI TANTANGAN GLOBAL DENGAN SOLUSI LOKAL,reformasi politik menghadapi tantangan global lokal,10
Penataan Arsip Dalam Menunjang Tertib Administrasi Di Kantor Kecamatan Mempawah Hilir Kabupaten Mempawah,penataan arsip menunjang tertib kantor,10
Pola Pilihan dan Preferensi Politik Generasi Muda dalam  Konteks Pemioihan Legislatif Kabupaten Sambas: Analisis  Perilaku Pemilih pada Pemilu 2024,pilihan preferensi politik generasi muda konteks pemioihan legislatif perilaku pemilih pemilu,10
Popularitas Domain Perguruan Tinggi Negeri di Zona Kalimantan  pada Sistem Pemeringkatan Global Unirank,popularitas domain perguruan zona pemeringkatan global unirank,10
Survei Hygiene Factor dan Analisis Kepuasan Kerja Karyawan Pada Perusahaan Pengelola Bandara Di Kabupaten Kubu Raya,survei hygiene factor kepuasan kerja perusahaan pengelola bandara,0
Analisis Rencana Aksi Daerah (RAD) dalam Implementasi Tujuan Pembangunan Berkelanjutan (Sustainable Developement Goals) di Kalimantan Barat,rencana aksi tujuan pembangunan berkelanjutan sustainable developement goals,10
STRATEGI KOLABORATIF DALAM PENGENDALIAN PERUBAHAN IKLIM DI KABUPATEN MEMPAWAH,strategi kolaboratif pengendalian perubahan iklim,10
Implementasi Nationally Determined Contribution (NDC) melalui  Penguatan Ekosistem Karbon Biru sebagai Upaya  Mengatasi Perubahan Iklim di Indonesia,nationally determined contribution penguatan ekosistem karbon biru upaya mengatasi perubahan iklim,10
IMPLEMENTASI DIMENSI SMART CITY UNTUK  MENDUKUNG TATA KELOLA PEMERINTAHAN  DI KABUPATEN KUBU RAYA,dimensi smart city mendukung tata kelola pemerintahan,10
Peran Tatung Sebagai Alat Diplomasi Budaya Singkawang,peran tatung alat diplomasi budaya,10
TRANSFORMASI DIGITAL DAN KINERJA ORGANISASI PUBLIK: ANALISIS IT BALANCE SCORECARD DI DITLANTAS KALIMANTAN BARAT,transformasi digital kinerja organisasi publik it balance scorecard ditlantas,0
PELESTARIAN NILAI BUDAYA HIDANGAN SAPRAHAN  MELAYU SAMBAS,pelestarian nilai budaya hidangan saprahan,0
Perencanaan Transformasi Transportasi Hijau Dalam Mewujudkan Pembangunan Kota Berkelanjutan di Kota Pontianak,perencanaan transformasi transportasi hijau mewujudkan pembangunan berkelanjutan,10
STRATEGI KOMUNIKASI PEMERINTAH KABUPATEN KAYONG UTARA DALAM PEMASARAN KOPI LIBERIKA DAN PEMBERDAYAAN MASYARAKAT,strategi komunikasi pemerintah pemasaran kopi liberika pemberdayaan masyarakat,8
Dinamika Partisipasi Dan Keterwakilan Perempuan Dalam Pemilu 2024,dinamika partisipasi keterwakilan perempuan pemilu,10
INTEGRASI SOSIAL BUDAYA MASYARAKAT MULTI ETNIK DALAM PELAKSANAAN TRADISI CAP GO MEH DI SINGKAWANG KALIMANTAN BARAT,integrasi sosial budaya masyarakat multi etnik tradisi,8
Peran Pemerintah Kota Singkawang Pasca Letter of Intent (LoI) Friendship City Dengan Pemerintah Kota Miri Dalam Bidang Pariwisata,peran pemerintah pasca letter intent loi friendship city pemerintah miri bidang pariwisata,10
ANALISA EFEKTIVITAS PENERAPAN KNOWLEDGE MANAGEMENT DAN LEADERSHIP SERTA ORGANIZATIONAL PERFORMANCE TERHADAP COMPETITIVE ADVANTAGE YANG DIMEDIASI EFEKTIVITAS SISTEM INFORMASI PADA BRI CORPORATE UNIVERSITY RAGUNAN,analisa efektivitas knowledge management leadership organizational performance competitive advantage dimediasi efektivitas informasi bri corporate university ragunan,10
Konstruksi Branding Kota Pontianak sebagai Destinasi Wisata Kuliner Melalui Kolaborasi Pentahelix,konstruksi branding destinasi wisata kuliner kolaborasi pentahelix,10
Implementasi Kebijakan dan Strategi Pengembangan Konsep Smart City Di Kabupaten Kubu Raya,kebijakan strategi konsep smart city,10
Inovasi Peran Pemerintah Desa Dalam Program Desa Ekonomi Kreatif Di Desa Sejiram Kecamatan Tebas Kabupaten Sambas,inovasi peran pemerintah ekonomi kreatif,3
ANALISIS PENGUATAN PENDIDIKAN KARAKTER NASIONALIS PADA GENERASI MUDA MELALUI LEMBAGA PEMBERDAYAAN MASYARAKAT PERBATASAN INDONESIA-MALAYSIA,penguatan karakter nasionalis generasi muda lembaga pemberdayaan masyarakat perbatasan,8
KAJIAN PENERAPAN YURISDIKSI UNIVERSAL DI INDONESIA,kajian yurisdiksi universal,10
"ANALISIS KETIMPANGAN, PERTUMBUHAN EKONOMI DAN PENANGGURAN DI PULAU KALIMANTAN",ketimpangan pertumbuhan ekonomi penangguran,3
PENGARUH PERMAINAN TRADISIONAL TERHADAP KEMAMPUAN BERKOMUNIKASI ANAK,permainan tradisional berkomunikasi anak,10
Strategi Politik Mohlis Supriandi Dalam Pemilihan Kepala Desa Pasir  Panjang Kecamatan Mempawah Timur Kabupaten Mempawah,strategi politik mohlis supriandi pemilihan,10
"Literasi Keuangan Digital, Digital Overconfidence Bias, dan Pengambilan Keputusan Keuangan: Studi Empiris di Indonesia",literasi keuangan digital digital overconfidence bias pengambilan keputusan keuangan empiris,0
DETERMINAN MINAT PELAKU USAHA MIKRO DAN KECIL  DI KALIMANTAN BARAT MELAKUKAN SERTIFIKASI HALAL,determinan minat pelaku usaha mikro sertifikasi halal,10
ANALISIS MANAJEMEN ASET DAERAH DALAMPENINGKATAN PENDAPATAN ASLI DAERAH DI KOTA PONTIANAK (Studi Tentang Aset Tetap Berwujud Objek Wisata Derah),manajemen aset dalampeningkatan pendapatan asli aset berwujud objek wisata derah,10
Efektivitas Penggunaan Sistem Informasi Pemerintahan Desa Berbasis Website Di Desa Limbung Kecamatan Sungai Raya Kabupaten Kubu Raya,efektivitas informasi pemerintahan website limbung,10
KAMPANYE BIJAK BERMEDIA BAGI ANAK USIA DINI MELALUI GERAK DAN LAGU,kampanye bijak bermedia anak usia gerak lagu,10
STUDI PENGARUH TEPUNG KURSA SEBAGAI PENGANTI ABU BATU TERHADAP SIFAT FISIS DAN MEKANIS PAVING BLOCK,tepung kursa penganti sifat fisis mekanis paving block,10
Implementasi Kebijakan Pengembangan Pariwisata Kawasan Perbatasan di Kabupaten Bengkayang,kebijakan pariwisata perbatasan,10
Pengolahan Air Dengan Teknologi Sederhana Untuk  Meningkatkan Kualitas Air Bersih Di Desa Simpang Kasturi  Kecamatan Mandor,pengolahan teknologi sederhana kualitas bersih,10
EFEKTIVITAS PROGRAM UPPKS KOTA PONTIANAK,efektivitas uppks,10
Identifikasi Senyawa Kimia Menggunakan GC-MS Dan HPLC Pada Ekstrak Etanol Kulit Lidah Buaya (Aloe vera) Beserta Pengembangan Sediaan Spray Gel,identifikasi senyawa kimia ekstrak etanol kulit lidah buaya beserta sediaan spray gel,10
KEANEKARAGAMAN SERANGGA DAN POTENSINYA SEBAGAI AGEN PENYERBUK PADA HUTAN MANGROVE SUNGAI PINYUH KABUPATEN MEMPAWAH,keanekaragaman serangga potensinya penyerbuk hutan mangrove,10
MENAKAR KEMAMPUAN HISTORICAL THINKING:  STUDI KASUS TERHADAP PESERTA DIDIK DI PERBATASAN  INDONESIA-MALAYSIA DI KABUPATEN SAMBAS KALIMANTAN BARAT,menakar historical thinking peserta didik perbatasan,9
Nilai Pendidikan Karakter yang Tercermin Dalam Pantun di Kabupaten Sintang,nilai karakter tercermin pantun,0
